recipe,user,rating,comment
Cánh Gà Nhồi Củ Năng,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Nên chọn cánh gà như nào thì làm món này mới ngon ạ?
Lẩu Ngưu Bàng Rong Biển,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Ngưu bàng, Ngưu bàng là cái gì vậy ạ, kiếm ở đâu có?"
Lẩu Ngưu Bàng Rong Biển,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Lẩu rau củ ngọt thanh, ăn vào là ấm hết cả người."
Cháo Yến Mạch Thịt Bò,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Cháo rất ngon, tốt cho những người đang bệnh và trẻ em. Đúng với tiêu chí của mình là ngon, bổ, khỏe."
Cháo Yến Mạch Thịt Bò,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Mình là người dở nấu nướng lắm luôn, mà học qua công thức chương trình cũng biết nấu vài món. Cam ơn MNMN."
Cháo Yến Mạch Thịt Bò,"{'username': 'tiao__vie', 'email': 'tiao__vie@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Cháo không có tinh bột, tốt cho sức khoẻ lắm đó."
Cháo Yến Mạch Thịt Bò,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Bé nhà mình rất thích món này luôn đó.
Cháo Yến Mạch Thịt Bò,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Bao nhiêu ml nước dùng vậy Món ngon mỗi ngày?
Cá Gáy Chiên Xốt Chanh Sả,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Rưới sốt lên da cá mà không ăn ngay là mất giòn đó.
Bánh Rau Củ Chiên,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Món bánh này ngon lắm nè, vừa thơm ngon lại giúp các bé có thể ăn nhiều loại rau củ quả nữa. Mình sẽ lưu công thức lại để có dịp lại làm cho mấy bé yêu ăn."
Bánh Rau Củ Chiên,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Bánh này nhiều rau củ nên có nhiều vitamin, sốt chấm chua ngọt ăn với đồ chiên nên sẽ bớt ngấy."
Bánh Rau Củ Chiên,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Bánh này để nguội bột có bị cứng không ạ?
Bún Mè Đen Xào Nghêu,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Sợi bún mè đen này lạ quá mình chưa ăn bao giờ, bún mè đen này mình có thể mua ở đâu được ạ ?"
Bún Mè Đen Xào Nghêu,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Bún mè đen nghe lạ quá, chương trình có công thức món nước nào sử dụng bún mè đen không ạ?"
Cơm Tấm Sườn Cây,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Nước mắm mình nấu theo công thức như vậy sao bị ngọt quá.
Cơm Tấm Sườn Cây,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Món ăn bình dân mà được trình bày sang chảnh nhìn hấp dẫn hơn hẳn.
Cơm Tấm Sườn Cây,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Them it bi heo voi trai trung op nua la tuyet cu meo.
Bánh Bột Báng Ngũ Sắc,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"bánh bột báng màu tự nhiên mà rực rỡ luôn, nhìn là muốn ăn ngay :)"
Bánh Bột Báng Ngũ Sắc,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Bánh dùng màu tự nhiên nên vừa đẹp vừa an toàn.
Bánh Bột Báng Ngũ Sắc,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Cái bánh màu cam trông như bọc trứng cá hồi vậy đó.
Gà Viên Phô Mai Chiên Giòn,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Cho con ăn ngoài quán không đảm bảo, từ khi mình biết làm mấy công thức này cảm thấy rất yên tâm luôn. Xin cảm ơn CT."
Gà Viên Phô Mai Chiên Giòn,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Mình dùng máy xay gà được không hay bắt buộc phải băm ạ?
Mướp Khía Xào Mực,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Chỗ mình chỉ có mướp hương thôi, không biết hương vị mướp hương và mướp khía khác nhau như nào vậy?"
Mướp Khía Xào Mực,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Vừa mực vừa mướp, chỉ cần nêm nếm ít thôi cũng đủ ngon ngọt rồi."
PanCake Kem Mè,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Pancake trang trí như 1 ổ bánh, nhìn hơi lạ nhưng rất đẹp nha."
Canh Ếch Lá Giang,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Ăn cơm có chén canh chua thêm ít mắm ớt là chuẩn bài.
Mì Nưa Trộn Sườn Chay,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Mì nưa là mì gì vậy MNMN? lần đầu tiên mình biết đến mì này.
Mì Nưa Trộn Sườn Chay,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Rau củ xào lên bóng mượt là đã thấy ngon miệng rồi đó.
Tôm Xốt Nụ Bạch Hoa,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,mình có thể mua nụ bạch hoa này ở đâu vậy chương trình? hoặc có thể thay thế bằng nguyên liệu nào khác ko?
Tôm Xốt Nụ Bạch Hoa,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Mấy con tôm chiên lên nhìn đã quá.
Cá Đổng Kho Dưa Cà,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Cá mà kho với dưa chua, ăn chung với cơm tuy đơn giản mà ngon tuyệt vời."
Cá Đổng Kho Dưa Cà,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Nhìn nồi dưa cà lúc chưa cho cá là đã thèm cơm lắm rồi.
Cá Đổng Kho Dưa Cà,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Mon nay an voi com trang la ngon phai biet.
Cải Xoong Xào Tôm,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Toàn là các nguyên liệu tốt cho sức khoẻ thôi, đã vậy còn ngon nữa."
Cải Xoong Xào Tôm,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Rau xào thơm ngon làm mình đói bụng quá.
Bánh Cuốn Lòng Vịt,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Mấy cuốn đó nhìn đẹp quá à, mình mà tráng bánh chắc tè le luôn chứ không được đẹp như vậy đâu"
Bánh Cuốn Lòng Vịt,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Khong co mau danh danh thi thay bang bot nghe duoc khong a?
Gỏi Mít Thịt Ba Chỉ,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Cho thêm tôm luộc vào nhìn hấp dẫn hơn đó.
Gỏi Gà Sứa Sả Tắc,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Nhìn đĩa gỏi là thấy thơm mùi sả, gỏi chua giòn rồi nha."
Súp Hành Tây Kiểu Pháp,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Mình muốn tìm hiều thêm nhiều món kiểu tây như này . Hy vọng MNMN sẽ có nhiều món Tây để mình học hỏi.
Súp Hành Tây Kiểu Pháp,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Mon nay dung lam mon khai vi ha?
Cá Hồi Nướng Mía,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Món nào nhìn cũng hấp dẫn hết trơn đó. Đặc biệt món này ăn xong cá còn có thể gặm mía ngọt nữa.
Cá Hồi Nướng Mía,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Có 1 clip mà mình học được tới 4 món ngon từ cá hồi luôn, thích quá đi."
Gỏi Bưởi Cá Hồi,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Nhìn món gỏi ngon quá MNMN
Gỏi Bưởi Cá Hồi,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Món gỏi này kết hợp nguyên liệu lạ quá.
Canh Mực Nấu Chua,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Nước đang nóng cho nước cốt chanh vào không bị đắng ạ?
Cá Hố Kho Hành Gừng,"{'username': 'embelem._', 'email': 'embelem._@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Trời lạnh ăn cơm với cá kho gừng là ấm hết cả người.
Bê Hấp Bia,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Cuối tuần tụ tập bạn bè mình sẽ nấu món này.
Chả Giò Khoai Tây Trứng Muối,"{'username': 'thao_pg21', 'email': 'thao_pg21@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Dùng sữa chua có đường hay không đường vậy ạ?
Nấm Bào Ngư Hấp Sả,"{'username': 'jia_smiles', 'email': 'jia_smiles@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Nấm tạo hình nhìn giống ốc nhỉ.
Sandwich Cuộn Thịt Cua,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Minh se lam thu, hy vong se thanh cong."
Sandwich Cuộn Thịt Cua,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,hữu ích quá
Lươn Kho Củ Nén,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Lươn kho thơm ngon ăn kèm với dưa giá như này là bắt cơm lắm.
Lươn Kho Củ Nén,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Dùng dầu điều với nước màu lên màu đẹp quá.
Pizza Phở Hải Sản,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Ngon quá đi thôi, có ngày nghỉ mình nhất định sẽ thử món này xem sao."
Pizza Phở Hải Sản,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Lật bánh phở mà không cẩn thận là toang luôn cái đế bánh.
Bún Bò Giò Heo,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Em Rất Thích Món Bún Bò Giò Heo Hôm Nào Rảnh Gia Đình Em Sẽ Vào Huế Thưởng Thức
Bún Bò Giò Heo,"{'username': '_vanhnk', 'email': '_vanhnk@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Wow mình rất nghiện món bún này luôn nè. bây giờ có công thức có thể ở nhà tự nấu thưởng thức rồi. Cam ơn chương trình nhiều nhé
Bún Bò Giò Heo,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Nhà mình không có nồi áp suất thì nấu trong khoảng bao lâu với gia giảm lượng nước như nào ạ?
Bún Bò Giò Heo,"{'username': 'justfinn1106', 'email': 'justfinn1106@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Em Rất Thích Món Này
Bún Bò Giò Heo,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Em Rất Thích Món Bún Bò Giò Heo Hôm Nào Rảnh Gia Đình Em Sẽ Vào Huế Thưởng Thức
Bún Bò Giò Heo,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Gia Đình Em Rất Thích Món Bún Bò Giò Heo Hôm Nào Rảnh Em Sẽ Vào Huế Thưởng Thức
Bún Bò Giò Heo,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Em Rất Thích Món Này Hôm Nào Rảnh Rỗi Em Sẽ Vào Huế Thưởng Thức
Bún Bò Giò Heo,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Gia Đình Em Rất Thích Món Này Hôm Nào Rảnh Sẽ Vào Huế Thưởng Thức
Bún Bò Giò Heo,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Gia Đình Em Rất Thích Món Này Hôm Nào Rảnh Sẽ Vào Huế Thưởng Thức
Bún Bò Giò Heo,"{'username': 'vvkhverse', 'email': 'vvkhverse@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Em Rất Thích Món Này Hôm Nào Rảnh Em Và Gia Đình Sẽ Vào Huế Thưởng Thức
Bún Bò Giò Heo,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Tôi Rất Thích Món Này Hôm Nào Rảnh Tôi Sẽ Vào Huế Thưởng Thức
Mì Nưa Xào Kim Chi Thịt Bò,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Nhà mình không hợp mì nưa này ăn cảm giác sợi mì hơi mềm và không được dai.
Mì Nưa Xào Kim Chi Thịt Bò,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Món mì xào nhìn ngon quá, ăn nhiều mà không lo béo nữa, mình chắc chắn sẽ làm thử."
Bánh Rán Hamburger,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Bánh mỏng quá cắn không có đã.
Bánh Khọt Chay,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Bánh khọt phải ăn với nước mắm thì mới ngon chứ ạ, mình muốn làm bánh khọt nhân tôm với nhân thịt, mong chương trình hướng dẫn."
Bánh Khọt Chay,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Nếu mình dùng khuôn bằng đất thì có cần lưu ý gì không ạ?
Bánh Khọt Chay,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Minh khong an ot chuong thi dung rau cu gi cho phu hop a?
Chả Chay Rim Ngũ Vị,"{'username': 'ngxz.sfwg', 'email': 'ngxz.sfwg@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Mình dùng đậu đũa thay cho khổ qua cũng ngon lắm.
Đậu Hũ Nhồi Nấm Bào Ngư,"{'username': 'trangchip19', 'email': 'trangchip19@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Sốt ngon lắm! Mình đã nấu và đc cả nhà khen.
Đậu Hũ Nhồi Nấm Bào Ngư,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Đậu hũ nhồi thì chắc chắn là ngon rồi.
Canh Củ Quả Nấu Tôm,"{'username': 'cabuonnguu', 'email': 'cabuonnguu@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Thiệt sự nhiều hôm không muốn ăn cơm chỉ muốn có 1 chén canh ngon ngọt như này thôi đó.
Cánh Gà Chiên Coca,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Cho mình hỏi lúc đổ sốt ngọt vào cánh gà thì xóc có lâu không?
Cánh Gà Chiên Coca,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"chương trình món ngon mỗi ngày phát lúc 11h50 trên HTV 7 rất bổ ích cho người xem nhất là các bạn yêu thích vào bếp, ty nhiên phần hướng dẫn trong clip video nói nhanh quá nhất là gới thiệu các nguyên liệu để chế biến mà chương trình chỉ có 10 phút từ giới thiệu đến khi kết thúc nên một số món ăn người xem không nắm bất kịp để thực hiện tại gia đình. Mong chương trình cung cấp cẩm nang có dược không? Xin cám ơn!"
Cánh Gà Chiên Coca,"{'username': 'nghihechua.hen', 'email': 'nghihechua.hen@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"cho em hoi co the thay coca bang nuoc uong khac khong a, nhu 7up, pepsi. Nhu the co lam mon an thay doi"
Tôm Nướng Lá Chúc,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Hấp dẫn quá đi mất, ăn bao nhiêu cho đủ đây."
Hàu Chiên Giòn Sốt Mayonnaise Mù Tạt,"{'username': 'vutran1087', 'email': 'vutran1087@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Mình không thích ăn mùi tạt , nếu không cho mùi tạt vào thì món ăn còn ngon không hay có thể thấy thế bằng ngueyen liệu nào khác không MNMN?"
Hàu Chiên Giòn Sốt Mayonnaise Mù Tạt,"{'username': 'qh.haoo', 'email': 'qh.haoo@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Hàu rất hợp với wasabi, chắc là ngon lắm đây."
Bún Xí Quách Nước Tương,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Ăn với sợi hủ tiếu chắc cũng ngon lắm ha.
Cánh Gà Chiên Tiêu Lốp,"{'username': 'trangchip19', 'email': 'trangchip19@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Cánh gà thơm ngon giòn rụm, thèm quá đi."
Thịt Ba Chỉ Kho Cam,"{'username': 'justfinn1106', 'email': 'justfinn1106@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Mình sử dụng sườn non kho với cam theo công thức trên có ngon không ạ?
Thịt Ba Chỉ Kho Cam,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"lần đầu tiên mình nghe thịt kho cam luôn á, không biết mùi vị sẽ thế nào ta."
Thịt Ba Chỉ Kho Cam,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,nên sử dụng cam ngọt hay chua vậy ạ?
Thịt Ba Chỉ Kho Cam,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Nước cam nấu lên món ăn có bị đắng không ạ?
Thịt Ba Chỉ Kho Cam,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,cam on chuong trinh nha tui rat thich mon an nay
Canh Cá Chép Rau Cần,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Nguyên liệu dễ tìm, cách nấu lại đơn giản, không cầu kỳ."
Canh Cá Chép Rau Cần,"{'username': '_natagata_', 'email': '_natagata_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Món này làm bằng cá chép giòn được không chương trình? mình vừa mới mua cá từ trang trại Việt Phú mà chưa biết làm món gì
Canh Cá Chép Rau Cần,"{'username': 'vexbixy', 'email': 'vexbixy@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"cho mình hỏi món canh này ăn với bún có hợp không nhỉ, nhìn giống một nồi lẩu"
Bánh Kim Chi Hải Sản,"{'username': 'duc.anh.pham', 'email': 'duc.anh.pham@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Món này không có công thức pha thêm nước chấm hả chương trình
Bánh Kim Chi Hải Sản,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Mình đã thử món này rồi khá là ổn áp đó mn..
Bánh Kim Chi Hải Sản,"{'username': 'tiao__vie', 'email': 'tiao__vie@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,món ăn với kim chi.voi vi cay rất thích hop
Bánh Kim Chi Hải Sản,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,"Mình thấy trong video đầu bếp dùng kim chi phần cọng thôi, vậy có nhất thiết chỉ dùng phần cọng hay dùng luôn phần lá cũng được?"
Bánh Kim Chi Hải Sản,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Nên dùng kim chi mới hay làm lâu rồi thì hợp hơn vậy ạ?
Bánh Kim Chi Hải Sản,"{'username': 'thanhgianghoang_', 'email': 'thanhgianghoang_@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"nhà mình ko thích ăn nhiều dầu ăn, nên có cách nào làm bánh giòn mà ko cần cho nhiều dầu ăn không ạ?"
Rong Biển Cuộn Đậu Hũ,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"món này có sốt chấm không ạ, nhiều khi ăn sợ ngán, có sốt chấm thì đỡ hơn."
Rong Biển Cuộn Đậu Hũ,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,"Minh thich an com cuon rong bien lam nhung chua thu mon cuon chay bao gio, nhin cung hap dan qua."
Pancake Chocolate Nhân Kem Dâu,"{'username': 'lyhieudu', 'email': 'lyhieudu@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Trong phan nguyen lieu khong ghi ro la bot vi socola, ai khong xem duoc clip se nham thanh vi truyen thong do."
Pancake Chocolate Nhân Kem Dâu,"{'username': 'phaminhu', 'email': 'phaminhu@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Mới làm ăn thử, rất hợp với khẩu vị của mình, thêm 1 ly trà trái cây lạnh nữa là chuẩn bài."
Pancake Chocolate Nhân Kem Dâu,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,Mình mê phần kem dâu nhất đấy.
Sườn Và Đậu Hũ Kho Thơm,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Mình thấy món kho nào mà có thơm cũng đều hấp dẫn và hao cơm hết á.
Sườn Và Đậu Hũ Kho Thơm,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Cho mình hỏi thay đậu hũ chiên bằng đậu hũ trắng (sống) thì có bị giảm đi độ ngon của món ăn không, vì nhà tôi thích ăn đậu hũ trắng"
Gà Xào Ngũ Sắc,"{'username': 'haffxuf', 'email': 'haffxuf@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Ngoài phần ức ra thì có thể dùng phần thịt nào của gà để làm món này ạ?
Gỏi Cá,"{'username': '_.hien.luong._', 'email': '_.hien.luong._@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,món này nhìn đơn điệu quá không có gì đặc sắc
Gỏi Cá,"{'username': 'ienb_', 'email': 'ienb_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,Nhìn mấy lát cá mà mình tưởng sợi phở chứ.
Salad Cam Tôm Sú,"{'username': 'anna_hoanggggg', 'email': 'anna_hoanggggg@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Dạo này cam vàng đang rẻ mình mua về làm món này ai cũng khen ngon đó nha.
Salad Cam Tôm Sú,"{'username': 'hoai.hip0310', 'email': 'hoai.hip0310@example.com', 'password': 'abc123', 'is_admin': 'False'}",4,Món salad này nhiều rau củ cung cấp nhiều vitamin rất tốt cho cơ thể.
Salad Cam Tôm Sú,"{'username': 'dangthu222', 'email': 'dangthu222@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,Su dung nuoc tuong lam nuoc sot salad thay la qua.
Mướp Hương Xào Tim,"{'username': 'trangchip19', 'email': 'trangchip19@example.com', 'password': 'abc123', 'is_admin': 'False'}",1,mình hay xào mướp với nõn tôm khô cũng ngon lắm
Bột Chiên,"{'username': 'vit4mean', 'email': 'vit4mean@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,Món này hồi bé mình rất thích ăn bây giờ mình có thể tự làm ăn rồi. Cám ơn chương trình nhiều.
Bột Chiên,"{'username': 'uyntr_', 'email': 'uyntr_@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"Ngon lắm ạ.E làm thử rồi ,cảm ơn MNMN nhiều nha"
Bột Chiên,"{'username': 'embelem._', 'email': 'embelem._@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,minh co the mua bot chien khoai mon o dau duoc vay
Bột Chiên,"{'username': 'pomersum', 'email': 'pomersum@example.com', 'password': 'abc123', 'is_admin': 'False'}",2,"mẹo đổ trứng làm bánh đẹp và hấp dẫn hơn thiệt, cám ơn mnmn nha"
Bột Chiên,"{'username': 'nn2502_', 'email': 'nn2502_@example.com', 'password': 'abc123', 'is_admin': 'False'}",5,"Cám ơn mnmn đã chia sẻ, món này đơn giản mà ngon thiệt"
Bột Chiên,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Đúng món ăn vặt cho các chị em đay rùi , phải làm ăn thử ngay thôi."
Lẩu Thái Cua Đồng,"{'username': '678chinn', 'email': '678chinn@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,"Mình ướt gia vị không được ngon, nên làm ra ăn ko ngon :("
Lẩu Thái Cua Đồng,"{'username': 'ohoho0_0', 'email': 'ohoho0_0@example.com', 'password': 'abc123', 'is_admin': 'False'}",3,mnmn chỉ cho mình cách lựa cua ngon được không ạ?
